Linux 6.8.0-45-lowlatency (ntb-hp) 	25/09/2024 	_x86_64_	(16 CPU)

10:24:25     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:       5    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
Average:       6    6,12    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   90,82
Average:       7    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
Average:       8    8,16    0,00    4,08    0,00    0,00    0,00    0,00    0,00    0,00   87,76
Average:       9    3,06    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   94,90
Average:      10    4,04    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   93,94
Average:      11    2,97    0,00    2,97    0,00    0,00    0,00    0,00    0,00    0,00   94,06
Average:      12    2,02    0,00    2,02    1,01    0,00    0,00    0,00    0,00    0,00   94,95
Average:      13    2,02    0,00    2,02    1,01    0,00    0,00    0,00    0,00    0,00   94,95
Average:      14    4,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   95,00
Average:      15    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
Linux 6.8.0-45-lowlatency (ntb-hp) 	25/09/2024 	_x86_64_	(16 CPU)

11:00:08     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:00:09     all    3,43    0,00    2,10    0,06    0,00    0,00    0,00    0,00    0,00   94,41
11:00:09       0    4,12    0,00    1,03    0,00    0,00    0,00    0,00    0,00    0,00   94,85
11:00:09       1    1,02    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   97,96
11:00:09       2    5,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   92,00
11:00:09       3    4,08    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   93,88
11:00:09       4    9,28    0,00    3,09    0,00    0,00    0,00    0,00    0,00    0,00   87,63
11:00:09       5    1,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00
11:00:09       6    8,08    0,00    5,05    0,00    0,00    0,00    0,00    0,00    0,00   86,87
11:00:09       7    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
11:00:09       8    8,16    0,00    5,10    1,02    0,00    0,00    0,00    0,00    0,00   85,71
11:00:09       9    4,04    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   92,93
11:00:09      10    4,08    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   92,86
11:00:09      11    3,06    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   94,90
11:00:09      12    0,00    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   97,96
11:00:09      13    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
11:00:09      14    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
11:00:09      15    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    3,43    0,00    2,10    0,06    0,00    0,00    0,00    0,00    0,00   94,41
Average:       0    4,12    0,00    1,03    0,00    0,00    0,00    0,00    0,00    0,00   94,85
Average:       1    1,02    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   97,96
Average:       2    5,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   92,00
Average:       3    4,08    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   93,88
Average:       4    9,28    0,00    3,09    0,00    0,00    0,00    0,00    0,00    0,00   87,63
Average:       5    1,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00
Average:       6    8,08    0,00    5,05    0,00    0,00    0,00    0,00    0,00    0,00   86,87
Average:       7    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
Average:       8    8,16    0,00    5,10    1,02    0,00    0,00    0,00    0,00    0,00   85,71
Average:       9    4,04    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   92,93
Average:      10    4,08    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   92,86
Average:      11    3,06    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   94,90
Average:      12    0,00    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   97,96
Average:      13    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
Average:      14    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
Average:      15    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
Linux 6.8.0-45-lowlatency (ntb-hp) 	25/09/2024 	_x86_64_	(16 CPU)

11:05:09     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:05:10     all    2,58    0,00    1,58    0,13    0,00    0,00    0,00    0,00    0,00   95,72
11:05:10       0    3,03    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   95,96
11:05:10       1    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
11:05:10       2    2,04    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   95,92
11:05:10       3    2,04    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   97,96
11:05:10       4    3,06    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   93,88
11:05:10       5    2,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   97,00
11:05:10       6    3,03    0,00    2,02    1,01    0,00    0,00    0,00    0,00    0,00   93,94
11:05:10       7    8,91    0,00    0,99    0,00    0,00    0,00    0,00    0,00    0,00   90,10
11:05:10       8    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
11:05:10       9    2,02    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   95,96
11:05:10      10    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
11:05:10      11    4,08    0,00    6,12    0,00    0,00    0,00    0,00    0,00    0,00   89,80
11:05:10      12    1,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,00
11:05:10      13    1,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   97,00
11:05:10      14    3,03    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   95,96
11:05:10      15    0,99    0,00    0,99    0,99    0,00    0,00    0,00    0,00    0,00   97,03

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    2,58    0,00    1,58    0,13    0,00    0,00    0,00    0,00    0,00   95,72
Average:       0    3,03    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   95,96
Average:       1    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
Average:       2    2,04    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   95,92
Average:       3    2,04    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   97,96
Average:       4    3,06    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   93,88
Average:       5    2,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   97,00
Average:       6    3,03    0,00    2,02    1,01    0,00    0,00    0,00    0,00    0,00   93,94
Average:       7    8,91    0,00    0,99    0,00    0,00    0,00    0,00    0,00    0,00   90,10
Average:       8    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
Average:       9    2,02    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   95,96
Average:      10    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
Average:      11    4,08    0,00    6,12    0,00    0,00    0,00    0,00    0,00    0,00   89,80
Average:      12    1,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,00
Average:      13    1,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   97,00
Average:      14    3,03    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   95,96
Average:      15    0,99    0,00    0,99    0,99    0,00    0,00    0,00    0,00    0,00   97,03
Linux 6.8.0-45-lowlatency (ntb-hp) 	25/09/2024 	_x86_64_	(16 CPU)

11:10:10     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:10:11     all    5,06    0,00    2,65    0,06    0,00    0,00    0,00    0,00    0,00   92,23
11:10:11       0    8,08    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   88,89
11:10:11       1    2,02    0,00    0,00    1,01    0,00    0,00    0,00    0,00    0,00   96,97
11:10:11       2    8,08    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   88,89
11:10:11       3    2,02    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   97,98
11:10:11       4    6,12    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   90,82
11:10:11       5    1,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00
11:10:11       6    9,28    0,00    4,12    0,00    0,00    0,00    0,00    0,00    0,00   86,60
11:10:11       7    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
11:10:11       8    7,07    0,00    5,05    0,00    0,00    0,00    0,00    0,00    0,00   87,88
11:10:11       9    7,07    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   88,89
11:10:11      10    7,07    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   88,89
11:10:11      11    8,08    0,00    6,06    0,00    0,00    0,00    0,00    0,00    0,00   85,86
11:10:11      12    4,04    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   92,93
11:10:11      13    3,03    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   93,94
11:10:11      14    4,04    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   93,94
11:10:11      15    4,08    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   94,90

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    5,06    0,00    2,65    0,06    0,00    0,00    0,00    0,00    0,00   92,23
Average:       0    8,08    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   88,89
Average:       1    2,02    0,00    0,00    1,01    0,00    0,00    0,00    0,00    0,00   96,97
Average:       2    8,08    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   88,89
Average:       3    2,02    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   97,98
Average:       4    6,12    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   90,82
Average:       5    1,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00
Average:       6    9,28    0,00    4,12    0,00    0,00    0,00    0,00    0,00    0,00   86,60
Average:       7    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
Average:       8    7,07    0,00    5,05    0,00    0,00    0,00    0,00    0,00    0,00   87,88
Average:       9    7,07    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   88,89
Average:      10    7,07    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   88,89
Average:      11    8,08    0,00    6,06    0,00    0,00    0,00    0,00    0,00    0,00   85,86
Average:      12    4,04    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   92,93
Average:      13    3,03    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   93,94
Average:      14    4,04    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   93,94
Average:      15    4,08    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   94,90
Linux 6.8.0-45-lowlatency (ntb-hp) 	25/09/2024 	_x86_64_	(16 CPU)

11:15:11     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:15:12     all    1,63    0,00    0,82    0,06    0,00    0,00    0,00    0,00    0,00   97,49
11:15:12       0    2,02    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   94,95
11:15:12       1    3,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   96,00
11:15:12       2    4,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   95,00
11:15:12       3    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
11:15:12       4    4,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   95,00
11:15:12       5    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
11:15:12       6    2,04    0,00    1,02    1,02    0,00    0,00    0,00    0,00    0,00   95,92
11:15:12       7    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
11:15:12       8    4,08    0,00    5,10    0,00    0,00    0,00    0,00    0,00    0,00   90,82
11:15:12       9    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
11:15:12      10    2,02    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   97,98
11:15:12      11    2,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00
11:15:12      12    0,99    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,01
11:15:12      13    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
11:15:12      14    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
11:15:12      15    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    1,63    0,00    0,82    0,06    0,00    0,00    0,00    0,00    0,00   97,49
Average:       0    2,02    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   94,95
Average:       1    3,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   96,00
Average:       2    4,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   95,00
Average:       3    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
Average:       4    4,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   95,00
Average:       5    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
Average:       6    2,04    0,00    1,02    1,02    0,00    0,00    0,00    0,00    0,00   95,92
Average:       7    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
Average:       8    4,08    0,00    5,10    0,00    0,00    0,00    0,00    0,00    0,00   90,82
Average:       9    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
Average:      10    2,02    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   97,98
Average:      11    2,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00
Average:      12    0,99    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,01
Average:      13    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
Average:      14    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
Average:      15    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
Linux 6.8.0-45-lowlatency (ntb-hp) 	25/09/2024 	_x86_64_	(16 CPU)

11:20:12     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:20:13     all   12,11    0,00    2,40    0,32    0,00    0,13    0,00    0,00    0,00   85,06
11:20:13       0    9,09    0,00    2,02    0,00    0,00    1,01    0,00    0,00    0,00   87,88
11:20:13       1    8,08    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   91,92
11:20:13       2   17,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   81,00
11:20:13       3    5,05    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   93,94
11:20:13       4   21,43    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   77,55
11:20:13       5   30,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   69,00
11:20:13       6   12,37    0,00    2,06    0,00    0,00    0,00    0,00    0,00    0,00   85,57
11:20:13       7   18,81    0,00    0,99    0,00    0,00    0,99    0,00    0,00    0,00   79,21
11:20:13       8   13,00    0,00    7,00    0,00    0,00    0,00    0,00    0,00    0,00   80,00
11:20:13       9   11,11    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   84,85
11:20:13      10    9,28    0,00    2,06    0,00    0,00    0,00    0,00    0,00    0,00   88,66
11:20:13      11   10,10    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   85,86
11:20:13      12    8,00    0,00    3,00    1,00    0,00    0,00    0,00    0,00    0,00   88,00
11:20:13      13    6,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   91,00
11:20:13      14    7,00    0,00    3,00    4,00    0,00    0,00    0,00    0,00    0,00   86,00
11:20:13      15    7,14    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   90,82

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   12,11    0,00    2,40    0,32    0,00    0,13    0,00    0,00    0,00   85,06
Average:       0    9,09    0,00    2,02    0,00    0,00    1,01    0,00    0,00    0,00   87,88
Average:       1    8,08    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   91,92
Average:       2   17,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   81,00
Average:       3    5,05    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   93,94
Average:       4   21,43    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   77,55
Average:       5   30,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   69,00
Average:       6   12,37    0,00    2,06    0,00    0,00    0,00    0,00    0,00    0,00   85,57
Average:       7   18,81    0,00    0,99    0,00    0,00    0,99    0,00    0,00    0,00   79,21
Average:       8   13,00    0,00    7,00    0,00    0,00    0,00    0,00    0,00    0,00   80,00
Average:       9   11,11    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   84,85
Average:      10    9,28    0,00    2,06    0,00    0,00    0,00    0,00    0,00    0,00   88,66
Average:      11   10,10    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   85,86
Average:      12    8,00    0,00    3,00    1,00    0,00    0,00    0,00    0,00    0,00   88,00
Average:      13    6,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   91,00
Average:      14    7,00    0,00    3,00    4,00    0,00    0,00    0,00    0,00    0,00   86,00
Average:      15    7,14    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   90,82
